,text,spam
966,Subject: delivery failure : user antonio _ lambino ( antonio _ lambino @ ksg . harvard . edu ) not  listed in domino directory  your message  subject : [ spam ] just to her . . .  was not delivered to :  antonio _ lambino @ ksg . harvard . edu  because :  user antonio _ lambino ( antonio _ lambino @ ksg . harvard . edu ) not listed in domino directory,1
967,"Subject: follow - up on captive generation  vince / stinson ,  please find below two attachemnts . the excell spreadsheet shows some  calculations on the savings from using dabhol power as against a diesel  genset operating at a higher heat rate . there is also a differential in  price of diesel , as against naphtha used by the plant . i have taken data  from the septemeber bill of dpc . we do not want to give the actual numbers  to the press , since they ar likely to have a field day with the 6 cent / kwh  energy price of dabhol that is reflected there .  the seond attachement ( word ) has the wordings that i think we can send in to  the press . please review the calculations and the note , ad if you find this  satisfactory , please forward to jeff / s .  i am availabel on mobile if you have questions o clarifications . the number  ( 610 mw ) for total captive generation in maharashtra ) is taken from mohan  gurunath ' s presentation on this .  regards ,  sandeep .",0
968,"Subject: free euro .  on january lst 2002 , the european countries began  using the new euro . never before have so  many countries with such powerful economies united  to use a single currency . get your piece of history  now ! we would like to send you a free euro  and a free report on world currency . just visit  our site to request your euro and euro report :  http : / / 209 . 163 . 187 . 42 / euro - exchange /  in addition to our currency report , you can receive  our free investment package :  * learn how $ 10 , 000 in options will leverage $ 1 , 000 , 000 in  euro currency . this means even a small movement in the market  has huge profit potential .  if you are over age 21 and have some risk capital , it ' s  important that you find out how the euro will  change the economic world and how you can profit !  click now ! http : / / 209 . 163 . 187 . 42 / euro - exchange /  $ 10 , 000 minimum investment  please carefully evaluate your financial position before  trading . only risk capital should be used .  http : / / 209 . 163 . 187 . 42 / opt - out / to optout .",1
969,"Subject: re : powerisk 2000 followup in re weatherdelta  vince ,  i will contact them and set up a meeting .  alex  vince j kaminski @ ect  10 / 30 / 2000 10 : 21 am  to : alex huang / corp / enron @ enron  cc : joseph hrgovcic / hou / ect @ ect , vasant shanbhogue / hou / ect @ ect , vince j  kaminski / hou / ect @ ect , lance cunningham / na / enron @ enron , sevil  yaman / corp / enron @ enron , stinson gibner / hou / ect @ ect  subject : powerisk 2000 followup in re weatherdelta  alex ,  can you set up a meeting to review this product . they have an office in  houston .  please , invite people on the distribution list .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 10 / 30 / 2000  10 : 26 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  denton mike on 10 / 24 / 2000 10 : 14 : 04 am  to : vkamins @ enron . com  cc :  subject : powerisk 2000 followup in re weatherdelta  mr . kaminski ,  ?  nick perry and i were recently discussing the conference in paris , and we  gathered that you had some interest in exploring possible uses of our new  weatherdelta tool - kit . ? it is the only application that we know of , that  can ? model temperature , loads , and power prices in several locations  simultaneously : thus allowing the user to measure the value an risk in a  variety of financial instruments , physical obligations and assets . ? i have  attached the product overview sheet , and would be happy to discuss its  capabilities with you at your convenience . ? ?  ?  nick and i send our regards ,  ?  vice president  na strategic consulting  caminus  747 third avenue , 18 th floor  new york , new york 10017  ( 212 ) 515 - 3667  ?  ?  - weatherdelta . pdf",0
970,"Subject: last longer in bed  hello ,  did you ejaculate before or within a few minutes of  penetration ?  premature ejaculation occurs when you ejaculate too quickly  and without control . it occurs before or shortly after  penetration . premature ejaculation interferes with the sexual  pleasure of both you and your partner . it causes feelings of  guilt , embarrassment , frustration , and depression .  extra - time is the only male sexual performance formula that ,  not only stops premature ejaculation , but actually "" cures "" it .  extra - time is the only product that allows "" you "" to control  when you ejaculate .  - non - hormonal herbal therapy .  - acts locally on the sex organs .  - regulates process of ejaculation .  - acts through neuro - endocrine pathway .  - acts on the high centers of emotion in the brain .  look here : http : / / reattain . com / et / ? meds  no thanks : http : / / reattain . com / rr . php",1
971,"Subject: re : support for exotica  steve ,  i have to draft an announcement and send it to john sheriff . i shall do it  this weekend .  vince  steven leppard  10 / 13 / 2000 09 : 27 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : support for exotica  hi vince  good luck calling anjam . he never seems to answer his mobile when sharad  calls him to track him down . furthermore he ' s off work until tuesday .  i ' ve had tani ask me what ' s happened to the announcement about my new  appointment . any progress there ?  cheers ,  steve  vince j kaminski  13 / 10 / 2000 14 : 44  to : steven leppard / lon / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : support for exotica  steve ,  i am calling anjam to give him a deadline regarding move to houston .  if he decides to stay in houston , you should meet with him to convey  the concerns regarding his performance .  vince  steven leppard  10 / 13 / 2000 03 : 50 am  to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , dale  surbey / lon / ect @ ect , tani nath / lon / ect @ ect  cc : paulo issler / hou / ect @ ect , sharad agnihotri / lon / ect @ ect , zimin  lu / hou / ect @ ect  subject : support for exotica  all  sharad ' s investigations of exotica ' s status in london have turned up a very  confused state of affairs . this isn ' t being helped by the fact that :  1 . anjam is rarely at his desk , and can ' t be found anywhere in the building .  2 . when he is around he isn ' t willing or able to provide all the information  sharad might need to support exotica .  this is worrying since much of our business depends on the validity of  exotica ' s valuations .  sharad will now request information from anjam via email to leave a trail ,  and i want to alert you to the fact that sharad will be cc ' ing you in on  these emails .  if things don ' t improve soon , i may need to request some assistance in  extracting this information from anjam .  many thanks ,  steve",0
972,"Subject: i am interested in buy ad space .  hi i hope all is well , i am interested in buy ad space . we are looking for premier publishers that can deliver high quality us traffic , which is why i have contacted you . all our cpm impression counts are raw , not based off unique , which raises the effective cpm . our ecpm rate is 10 - 1 , no one in the industry can beat that ! for this campaign i have a large budget and i would love to allocate a few thousand dollars for a test campaign . for reporting , we have partnered with zedo , so you will know what you are making in real - time . we work with over 100 publishers and we are looking to schedule a budget for our key players to carry over into 2006 . platinum ad network is always looking for elite publishers . i ' d love to discuss with you further about the synergies our companies might have .  thanks ,  michael mathews  media buyer  platinum ad network  mmathews @ platinumadnetworks . com ",1
973,"Subject: re : a / a program question  vince ,  thanks for the support .  gwyn  vince j kaminski @ ect  10 / 24 / 2000 04 : 38 pm  to : gwyn koepke / na / enron @ enron  cc : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect  subject : re : a / a program question  gwyn ,  no problem . please , continue with your current tutor .  vince  gwyn koepke @ enron  10 / 23 / 2000 04 : 22 pm  to : vince j kaminski / hou / ect @ ect  cc : shirley crenshaw / hou / ect @ ect  subject : re : a / a program question  vince ,  the a / a program does not have a contract in place with melly language  services . it appears that by the note below from my contact in the a / a - hr  department , the reimbursement policy appears to be driven by department , not  enron at large .  as i mentioned earlier , if i continue with my current tutor , but outside of  the melly language services , the cost to the department will decrease for me  to take french classes .  pls advise if research will be able to continue to fund my lessons .  many thanks ,  gwyn koepke  - - - - - - - - - - - - - - - - - - - - - - forwarded by gwyn koepke / na / enron on 10 / 23 / 2000 04 : 19  pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : ivonne brown 10 / 23 / 2000 04 : 17 pm  to : gwyn koepke / na / enron @ enron  cc :  subject : re : a / a program question  gwyn ,  in the past the associate & analyst program use to pick - up the cost for the  classes , but they stopped doing so effective 1 / 99 . ( although , some business  units decided to continue paying for it - you may want to double check with  your business unit to whether or not they have a contract . the a / a dept does  not . ) please let me know if you have additional questions .  thank you for your patience .  sincerely ,  ivonne brown  gwyn koepke  10 / 23 / 2000 01 : 15 pm  to : ivonne brown / na / enron @ enron  cc :  subject : a / a program question  ivonne , have you been able to find an answer to the attached ? thanks !  gwyn  - - - - - - - - - - - - - - - - - - - - - - forwarded by gwyn koepke / na / enron on 10 / 23 / 2000 01 : 14  pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  gwyn koepke  10 / 19 / 2000 08 : 25 pm  to : ivonne brown / na / enron @ enron  cc :  subject : a / a program question  ivonne ,  i am currently enrolled in a french language class thru enron and melly ' s  language services , and my group is paying the cost directly .  i am considering quitting the melly ' s language program in favor of an outside  private tutor , for a number of reasons . it will be cheaper too .  i would like to know :  1 . does enron have a contract in place with melly ' s language service , to be  the exclusive provider of language services to enron ?  2 . will enron pay the costs of my language classes if they are held outside  of the melly contract ( if any ) ?  i just want to make sure that if i decide to "" drop out "" of the melly classes  and sign up for other private tutoring courses , which will be less expensive  than the melly svc , that enron will not have a problem picking up the tab .  vince kaminski , the md , wants to know this , to ensure there is no legal  restriction on who must provide these language services in order to secure  enron reimbursement .  thanks for your help .  gwyn koepke",0
974,Subject: erectile dysfunction ruining your sex life ?  multiple male orgasms  more info here  breakup plp credulity aph irreplaceable ns faust lag  bilinear xyu reveal kbv altar lmt embedder jze mission cz caviar xv  precious zex clamorous yz offertory pqe polemic gb filth rb cozen bh dun tqz cosy cfb  no ,1
975,"Subject: schedule for nick  as far as i know , the schedule for nick bambos is :  9 - 10 ebl 9 c 2 meet with paul racicot and ebs research members  11 : 00 leave for lunch at vincent ' s  12 : 30 return to enron  1 - 2 eb 46 c 2 giuseppe p . talk on ip pricing .  2 - 4 eb 43 c 2 open forum discussions with ebs traders  4 : 14 nick departs for hobby",0
976,"Subject: kit torre empilhadeira savi  santos , junho de 2 . 005  sua empresa possui empilhadeira hyster de 07 ton .  e  10 ton . .  ent?o preste aten??o , abaixo est?o 03 kits de pe?as que  ir?o ajudar bastante sua vida .  kit 001 - ( torre e quadro hyster h 150 j ( 07  ton . ) ) .  comp?e este kit . :  08 - 196445 top que vai  soldado na torre  08 - 193557 rolete  completo  02 - 110520 rolete maior  completo  02 -  61463 roldana da  corrente ( completo com rolamento )  kit 002  ( torre e quadro hyster h 225 ( 10 ton ) ) .  comp?e este kit .  08 - 125223 rolete  principal da torre e quadro completo  08 - 257853 eixo curto  ( que vai soldado na torre e quadro )  08 - 125217 conjunto  rolete lateral completo  08 - 125219 pino do  rolete lateral  08 - 125220 suporte  especial em a?o  02 - 61463  roldana da torre completa com rolamentos  02 - 270063 eixo do rolamento superior  torre fixa  02 - 87905 rolamento  superior da torre fixa  kit 003 ( tra??o hyster h 225 ( 10  ton . ) ) .  comp?e este kit  02 - 810810 roda  dentada  02 - 810348 roda  dentada  02 - 304735 corrente  de tra??o  nossos kit cont?m todos os ?tens de reposi??o que devem  ser substituidos , em uma reforma  de seu subconjunto , sem reaproveitamento de pe?as meia  boca , para que seu equipamento  n?o quebre na hora em que voc? mais  precisa .  consulte - nos tamb?m sob roletes e roldanas da torre com  c?digo original do fabricante .  torres , quadros de eleva??o e eixos direcionais novos e a  base de troca  obs . : todos os ?tens acima s?o de nossa fabrica??o  .  fabricamos tamb?m ?tens sob desenho ou amostra  tais como :  cilindros hidr?ulicos de equipamentos importados e de grande  porte , semi - eixos , entalhados , pinos , buchas , engrenagens e  etc . .  estamos desde j? aguardando vosso  contato .  sds  hailson savi / / depto vendas  savi com?rcio e ind?stria de pe?as  telfax oxxl 3 32357817  tel oxxl 3 32342055  mail  hailson . savi @ terra . com . br  obs : voc? est?  recebendo este e - mail porque est? cadastrado para tal . caso voc? n?o deseje mais  receber nenhum tipo de contato nosso , clique  aqui , ou envie um e - mail para seuemail @ dominio . com com o assunto  remover .",1
977,"Subject: site license for power world  gentleman ,  kevin presto concurred on the purchase of a site license as recommended by  vince . what are the thoughts of others ? i am available to demo the package  if others would like to see it .  thanks ,  lance  - - - - - - - - - - - - - - - - - - - - - - forwarded by lance cunningham / na / enron on 11 / 20 / 2000  01 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski @ ect  11 / 10 / 2000 09 : 16 am  to : vince j kaminski / hou / ect @ ect , richard lewis / lon / ect @ ect , tim  belden / hou / ect @ ect , tim . heizenrader @ enron . com , kevin m presto / hou / ect @ ect ,  george hopley / hou / ect @ ect  cc : lance cunningham / na / enron @ enron  subject : site license for power world  gentlemen ,  i recommend that we purchase this package and split the cost 3 ways between 3  power trading desks .  i think that we should go for option 3 ( ~ $ 15 , 000 ) .  lance cunningham in my group looked at this software package and found it  very useful for modeling transmission problems .  please , feel free to ask him for technical details in support of this  recommendation .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 11 / 10 / 2000  09 : 17 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  lance cunningham @ enron on 11 / 09 / 2000 06 : 15 : 14 pm  to : vince j kaminski / hou / ect @ ect  cc : vasant shanbhogue / hou / ect @ ect  subject : site license for power world  vince ,  we have three options to increase our availability across enron for the power  world load flow software .  option 1 , upgrade to a site license for the load flow software only . price  $ 9 , 990 . 00  this would give all of enron the ability to perform load flows , but not  determine marginal cost or available transfer capacity ( atc ) because only the  optimal power flow ( opf ) version can perform that task .  option 2 , site license for the load flow and purchase 1 opf package for  walter coffer ' s group . price $ 11 , 240 .  this would give all of enron the ability to perform load flows and one other  group the ability to determine marginal cost and atc .  option 3 , site license for load flows , opf and atc . price $ 14 , 990 . 00  this would give all of enron the ability to perform load flows , marginal  cost , and atc .  regards ,  lance",0
978,"Subject: wall street ' s dirty little secret . . .  it was the spring of 1979 .  i was just a tall , goofy looking kid in middle school  with buck - teeth and freckles . each day in the  cafeteria , i walked from table to table . . .  stealing other kids ' lunch money .  no , i didn ' t rob them with a gun or a knife - i just made  them a little deal . "" let me borrow two dollars today , "" i said ,  "" and i ' ll bring you five dollars next week . "" the investment  was too good to pass up , and other kids were throwing their  lunch money at me like gravy on mashed potatoes . of course  when "" next week "" rolled around and i couldn ' t pony up the cash ,  i promised to pay them even more the week after that ,  if they would just let me keep their investment a little bit  longer .  eventually the end of the year came and went , high school  started and with it came girls , and homework , and parties ,  and sports , and those poor kids from eighth grade had more  things on their mind than last year ' s lunch money .  i made off with a tidy sum for a middle school kid ,  and i didn ' t even get beat up .  hidden inside this story are the two greatest stock market  secrets you will ever learn .  first of all , greed is your number one enemy . you ' re not  going to turn $ 2 into $ 5 in a week , so cash out when  you ' re ahead . don ' t wait for the boat to sink before  grabbing the lifejacket .  second , never trust an investment adviser of any kind .  they are looking out for their own money , not yours .  the "" professionals "" , those stuffy investment counselors and  money managers , will always tell you that the best time to  buy is now . according to those guys , the longer you keep  your money in the market , the more money you ' re going to make .  ask them when is the best time to sell and their answer is  "" never "" .  in a sense , they are right . if you put $ 250 , 000 in an index  fund right now , you ' ll probably have over a million dollars  in thirty or forty years . but here ' s the problem :  do you want to wait thirty or forty years to be rich ?  hell no !  you want the money now - so you can enjoy it . it ' s hard to  make use of your fortune when you ' re seventy years old  in a wheelchair . if you could make a million dollars in  the next few years , what would you do with it ? where would  you travel ? what kind of car would you buy ?  the fact is . . . youth is the best time to be rich .  if your goal is to make quick profits in the market , volatility  is your ally , and stability your enemy . you want to see  those large upswings , two hundred points in a day , followed  by the four hundred point crash a week later . you don ' t  care if the market went up or down 20 % this year as long  it was unstable . that ' s how you ' re going to make the  money .  what i ' m talking about here is day trading .  my father invests the traditional way ; he holds some good stocks  and he goes up 30 k and down 30 k . in the long term of 5 - 10 years  he makes money .  the day trader buys or sells 5 , 000 shares of xyz for a  $ 25 , 000 profit in a 5 - 10 minute trade . he acts quickly , taking  advantage of all the information at his disposal about a  certain stock , and estimating whether it will go up or  down within hours , sometimes within minutes .  i can teach you how to do this - and how to make amazing  amounts of money at it . it ' s not rocket science , and you  only need to learn a few basic principles to get started .  society would have you believe that successful trading is  complicated and requires formal training .  the truth is , wealthy people use very simple investment  strategies to make money .  popular media and investment professionals portray successful  trading as difficult and complex to scare you out of the boxing  ring . they don ' t want the competetion - and they sure as hell  don ' t want you paying a few dollars to an online trading firm  to execute a trade for which they ' d charge you forty or fifty  dollars .  they make their money only if you believe two lies :  1 ) that investing is too difficult and risky for the average  person .  2 ) that using an investment adviser who charges a high  commission is safer than trading online for a few bucks  per trade .  here is what the financial gurus in today ' s society absolutely ,  positively do not want you to know . . .  the strategies for profitable day trading are in fact  so simple that anyone can do it - provided they spend  a few hours of studying .  after reading over 200 financial books and publications  during the past decade , and after using day trading  to successfully make more than four million dollars in  the stock market , i ' ve learned the following lessons :  * * achieving financial success is incredibly simple .  * * anyone can do it .  * * it only takes a few hours to learn .  when i discovered the secret to day trading , i didn ' t become  wealthy overnight . if you want instant cash , drive to wal - mart .  buy a ski mask and a shotgun , and rob your local bank . the  only way to get rich , quick or otherwise , is through  hard work , knowledge , and determination .  after learning the fundamentals of day trading , i started  practicing the trading art itself , and the first few weeks  brought modest gains . the next few months gave me the practical  experience i needed to really earn a living , and i was pulling  close to a six figure income . in less than three years with no  formal financial training , minimal effort and only moderate risk ,  i had made my first million . the knowledge that i gained  during those formative trading years i am willing to share  with you in my new book , the master trader . you will learn from  my mistakes , and from my successes , as i teach you the simple ,  secret formula for day trading that i ' ve used profitably  year after year .  the income of the day trader can be staggering . thousands , even  hundreds of thousands of dollars can be made or lost within  minutes . the difference between making money and losing your  shirt is simply this : knowledge . i will provide that knowledge ,  and i will give you a winning edge at this high - stakes game .  average income of a day trader :  5 % average an income in excess of $ 500 , 000 per year  22 % average an income in excess of $ 250 , 000 per year  35 % average an income in excess of $ 100 , 000 per year .  27 % average an income between $ 50 , 000 and $ 99 , 999 per year  11 % average an income between $ 20 , 000 and $ 49 , 999 per year  after reading the master trader , you will discover extremely  profitable , simple yet powerful trading methods that give  you an almost unfair trading advantage and make you  win despite the current market weakness .  here is just a snippet of what i will teach you :  * * * make money whether a stock goes up or down .  * * * learn how to get in and out of stocks within split seconds .  * * * learn exactly what stocks to trade , the exact price to  buy them and the exact price to sell them .  * * * save thousands of dollars by learning to avoid the  mistakes beginners make .  * * * learn how to trade stocks like a pro and how to make money  consistently in every market !  * * * learn proven strategies that give you the highest chance  for great success .  * * * profit on huge intraday price swings .  * * * make money on the biggest news stories .  * * * actively manage your risks and learn how to realize maximum  returns .  * * * learn how to use the tools and information wall street  professionals use .  * * * learn how to develop and maintain a winning state of mind .  it ' s time to ask yourself : "" am i going to listen to the  professionals who say buy buy buy but never sell ? or am  i going to take control of my own financial future , and  start making money right now in the stock market ? ""  who is looking out for your best economic interests - some  wealthy wall street stockbroker , or yourself ?  with the master trader e - book , you will learn everything you  need to know in order to get started with day trading . . . from  choosing the best broker in order to take advantage of the  lowest commissions and instant order executions to professional  trading strategies that make professional traders millions of  dollars .  the master trader e - book is the most comprehensive yet easy to  understand and straight - forward book ever written about active  trading . if you are serious about success in short term stock  trading - order today and start paving the road to your  own financial future .  oh , and remember that scraggly kid in the eighth grade ?  his high school friends laughed when he said he was going to  make money in the stock market .  six years later , he bought a beach - front home on the california  coast - with cash . oops , they weren ' t laughing anymore .  in a rollercoaster market like we have today , day trading  is the fastest track to wealth . if you ' re looking  for a long - term retirement investment with no risk  that goes up 5 % a year , then by all means , this ain ' t  your kind of game .  but if you want the quickest possible way to make a fortune  in the market , with the lowest element of risk , then  order the master trader e - book right now . i promise  to teach you all of the secrets that helped me become a  millionaire through successful day trading .  you don ' t need to know anything about the market , and  anyone can do it , with minimum effort . it ' s an easy  game to win if you know how the pieces move .  order the master trader e - book right now for only $ 49 . 97  by clicking on the link below :  http : / / 4 tools 4 life . com / qs  our company is strictly opposed to unsolicited emails .  to be removed from this list , please send an email  to "" bulkexpert @ yahoo . com "" ",1
979,"Subject: inquery re : aluminium companies  vince ,  margaret mentioned to me that you might be able to help me with the  followings :  we ( central european origination , london office ) might start talking to two  aluminium companies in central europe . before we were to meet them , it would  be rather useful ( i suppose ) to find out what aluminium deals ( if any ) you  closed in the states . the most important issue would be whether you managed  to index the price of power to the price of aluminium ; if yes , how .  your help would be much appreacited .  many thanks ,  jozsef",0
980,"Subject: increase the volume of your ejaculation .  heya !  has your cum ever dribbled and you wish it had shot out ?  have you ever wanted to impress your girl with a huge cumshot ?  spur - m is the only site to offer an all natural male enhancement  formula that is proven to increase your sperm volume by up to 500 % .  our highly potent , volume enhancing formula will give our results  in days and comes with an impressive 100 % guarantee .  imagine the difference ( look and feel ) between dribbling your cum  compared to shooting out burst after burst . try spur - m now ! and  with our money back guarantee you have absolutely nothing to lose !  look here : http : / / chorally . com / cum /  no thanks : http : / / chorally . com / rr . php",1
981,"Subject: re : job posting  hi vince ,  this posting is for my group . thanks for the referral .  - - - - - original message - - - - -  from : kaminski , vince  sent : tuesday , april 24 , 2001 5 : 31 pm  to : goodpasture , john ; watson , kimberly ; ferrell , lee ; kaminski , vince  cc : krishnarao , pinnamaneni  subject : job posting  i am teaching a class at rice and one of my very bright students sent her  resume  in response to this posting . do you know who posted this job ?  vince kaminski  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 24 / 2001  05 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" helen demianenko "" on 04 / 24 / 2001 02 : 11 : 05 pm  please respond to  to :  cc :  subject : job posting  dear vince ,  thanks for talking to me this morning about the sr . risk analyst position .  here is where you can find the job description for that position :  also , i have cut and pasted it down below , just in case .  i appreciate your assistance in this matter and will start working on my  cover letter right away .  i would also like to talk to somebody to get a better feel for the position  ( is this really an mba level position and how much of the in - depth learning  opportunities for the derivatives market does it entail ? )  sincerely ,  helen demianenko  p . s . i have attached my resume ( one more time ) .  sr risk analyst  essential functions : primary accountability for managing the ets risk book  structure and processes from a pipeline ( front office ) perspective . work  within current nng and tw marketing organizations to effectively integrate  risk books into daily marketing and structured product activities . provide  feedback to management regarding overall and specific risk positions .  provide support for consistent and accurate deals entry / reporting for stand  alone risk management system . create ad - hoc reports to assist management in  risk analysis . responsible for managing and providing enhancements to the  capacity books : ? maintain functionality and provide leadership for new  functionality from a users perspective . provide support and direction for  integration of capacity books and revenue management project . support revenue  management team  essential requirements : ba / bs in finance or accounting ( mba preferred ) .  minimum of two years financial instruments experience . excellent  quantitative / analytic and systems skills . knowledge of commodity risk book  concepts . understanding of physical natural gas market , interstate  transportation and financial derivatives . ability to interface with  structuring / marketing groups in order to define business requirements .  ability to provide leadership for business and system processes . excellent  communication skills with an ability to communicate across organization with  varied skill sets and ideas . must be self - motivated with a high level of  energy  preferred skills : na .  special characteristics : this job functions in a team - oriented , fast - paced  environment with multiple concurrent assignments and constantly changing  priorities .  contact : responses will be accepted through may 3 , 2001 . respond to enron  corp . , human resources 235 , p o box 3330 , omaha , ne 68103 - 0330 or e - mail :  dea . crum @ enron . com as a . doc or . txt attachment . please include this  requisition number .  job id 0000108729  department risk management & reporti  company enron transportation services  enron transportation services  location houston , tx  type  posting date 19 - apr - 01  - helen _ d _ resume . doc >",0
982,"Subject: undelivered mail returned to sender  this is the postfix program at host mail . freeservers . com .  i ' m sorry to have to inform you that your message could not be  be delivered to one or more recipients . it ' s attached below .  for further assistance , please send mail to  if you do so , please include this problem report . you can  delete your own text from the attached returned message .  the postfix program  ( expanded from  ) : host 10 . 133 . 22 . 254 [ 10 . 133 . 22 . 254 ] said : 554  error : : recipient address denied - relay access  denied ( in reply to rcpt to command )",1
983,"Subject: important united way reminder  reminder !  the united way executive breakfasts are one week away . please rsvp if you  have not already done so .  date : thursday , august 3 , 2000 ( hosted by joe sutton )  or  friday , august 4 , 2000 ( hosted by jeff skilling )  time : 7 : 45 - 9 : 00 a . m .  location : depelchin children  , s center  100 sandman ( near memorial and shepherd intersection )  rsvp : reply directly to this email or call jessica nunez , 853 - 1918 by  monday , july 31  transportation : bus will depart from the enron building ( andrews street  side ) promptly at 7 : 30 a . m . bus transportation is encouraged , due to limited  onsite parking . however , if you should need to drive , directions to depelchin  are below .  executive solicitation  executive solicitation kicked - off on july 24 and is well underway . as you  know , participation by enron  , s executive team is vital to the success of the  campaign . to make your contribution , please click on the following united  way link , http : / / unitedway . enron . com or go directly to internet explorer or  netscape and type in http : / / unitedway . enron . com in the address field . either  option should take you to enron  , s united way 2000 campaign site where you  should be able to make your pledge within minutes . please call kathy  mayfield , enron  , s campaign coordinator at 713 / 853 - 3264 if you have any  difficulties at all accessing the site .  we look forward to seeing you next week !  directions to depelchin children  , s center  ) 100 sandman ( 713 - 861 - 8136 )  from downtown houston  ? take prairie ( which turns into memorial ) or allen parkway west to shepherd .  ? turn right on shepherd .  ? turn left on feagan ( which is the first light after memorial . )  ? turn left on sandman and drive down a couple of blocks .  from the galleria area  ? take 610 north to the woodway / memorial exit . exit and turn right on woodway .  ? woodway will turn into memorial and stay on memorial until you see the  shepherd exit .  ? exit shepherd and turn left on shepherd .  ? turn left on feagan ( which is the first light after memorial . )  ? turn left on sandman and drive down a couple of blocks .  from north of downtown  ? take 45 or 59 south to i - 10 . go west on i - 10 .  ? take the shepherd / durham exit and go through the shepherd intersection to  durham . go left under the freeway on durham .  ? turn right on feagan ( which will be a light . )  ? turn left on sandman and drive down a couple of blocks .",0
984,"Subject: ms office xp pro $ 49 . 95 ms 2003  opt - in email special offer unsubscribe me search software top 10 new titles on sale now ! 1 office pro 20032 windows xp pro 3 adobe creative suite premium 4 norton antivirus 20055 flash mx 20046 corel draw 127 adobe acrobat 7 . 08 windows 2003 server 9 alias maya 6 wavefrtl 0 adobe premiere see more by this manufacturer microsoft apple software customers also bought these other items . . . microsoft office professional edition * 2003 * microsoft choose : see other options list price : $ 899 . 00 price : $ 69 . 99 you save : $ 830 . 01 ( 92 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : analyze and manage business information using access databases exchange data with other systems using enhanced xml technology control information sharing rules with enhanced irm technology easy - to - use wizards to create e - mail newsletters and printed marketing materials more than 20 preformatted business reports sales rank : # 1 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 1 , 768 reviews . write a review . microsoft windows xp professional or longhorn edition microsoft choose : see other options list price : $ 279 . 00 price : $ 49 . 99 you save : $ 229 . 01 ( 85 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : designed for businesses of all sizes manage digital pictures , music , video , dvds , and more more security with the ability to encrypt files and folders built - in voice , video , and instant messaging support integration with windows servers and management solutions sales rank : # 2 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 868 reviews . write a review . adobe photoshop cs 2 v 90 adobe choose : see other options list price : $ 599 . 00 price : $ 69 . 99 you save : $ 529 . 01 ( 90 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : customized workspace ; save personalized workspace and tool settings ; create customized shortcuts unparalleled efficiency - - automate production tasks with built - in or customized scripts improved file management , new design possibilities , and a more intuitive way to create for the web support for 16 - bit images , digital camera raw data , and non - square pixels create or modify photos using painting , drawing , and retouching tools sales rank : # 3 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 498 reviews . write a review .",1
985,"Subject: li sun  i ' ve asked vince to get involved with you about getting li into vince ' s  group . this issue needs to be resolved by week ' s end - - we look like we don ' t  have our act together , and that bothers me . especially since we are about to  make a significant monetary investment at wharton , and we could have a new  wharton recruit disgruntled .  vince , can you set up a meeting with you , me and mark palmer to follow up  with our meeting with skilling ? thanks very much . . .  jeff",0
